GLID,TxnDate,AccountNumber,AccountName,Debit,Credit,Dept,CostCenter,Description,Currency
GL000290,2025-02-02,5000,COGS,1765.16,0,Marketing,CC200,AutoPost 290,AUD
GL000291,2024-05-10,5010,Travel Expense,842.35,0,Marketing,CC200,AutoPost 291,USD
GL000292,2024-02-29,5010,Travel Expense,788.28,0,HR,CC500,AutoPost 292,EUR
GL000293,2024-08-31,4000,Sales Revenue,0,239.94,Finance,CC200,AutoPost 293,EUR
GL000294,2025-01-22,4000,Sales Revenue,0,4378.19,Marketing,CC400,AutoPost 294,EUR
GL000295,2023-12-08,6000,Payroll Expense,1116.99,0,Sales,CC500,AutoPost 295,AUD
GL000296,2023-12-09,5010,Travel Expense,1902.75,0,Finance,CC400,AutoPost 296,GBP
GL000297,2024-11-29,5010,Travel Expense,275.93,0,HR,CC300,AutoPost 297,USD
GL000298,2024-09-20,6000,Payroll Expense,1761.1,0,Marketing,CC400,AutoPost 298,AUD
GL000299,2024-01-17,4010,Online Sales,0,4260.88,HR,CC200,AutoPost 299,USD
GL000300,2023-10-10,4000,Sales Revenue,0,1229.46,Marketing,CC500,AutoPost 300,CAD
GL000301,2024-11-12,5000,COGS,1804.04,0,HR,CC200,AutoPost 301,GBP
GL000302,2024-10-02,5000,COGS,1637.96,0,HR,CC500,AutoPost 302,AUD
GL000303,2024-07-31,4000,Sales Revenue,0,1400.77,Sales,CC200,AutoPost 303,EUR
GL000304,2025-03-13,5010,Travel Expense,1010.88,0,Sales,CC400,AutoPost 304,AUD
GL000305,2024-04-03,4000,Sales Revenue,0,1059.18,IT,CC400,AutoPost 305,USD
GL000306,2023-08-14,4010,Online Sales,0,951.38,Sales,CC500,AutoPost 306,GBP
GL000307,2023-01-23,4000,Sales Revenue,0,2648.82,Operations,CC200,AutoPost 307,GBP
GL000308,2023-03-04,4010,Online Sales,0,2008.6,Finance,CC400,AutoPost 308,USD
GL000309,2024-05-30,6000,Payroll Expense,1604.44,0,IT,CC500,AutoPost 309,CAD
GL000310,2024-10-01,5010,Travel Expense,350.19,0,Finance,CC500,AutoPost 310,GBP
GL000311,2024-02-04,5000,COGS,547.95,0,Finance,CC500,AutoPost 311,GBP
GL000312,2025-05-19,4000,Sales Revenue,0,561.46,Finance,CC100,AutoPost 312,GBP
GL000313,2023-08-12,6000,Payroll Expense,737.29,0,Sales,CC100,AutoPost 313,AUD
GL000314,2025-06-21,4010,Online Sales,0,963.96,IT,CC400,AutoPost 314,GBP
GL000315,2023-07-11,5010,Travel Expense,1233.16,0,Sales,CC100,AutoPost 315,USD
GL000316,2023-12-03,4000,Sales Revenue,0,1228,Finance,CC500,AutoPost 316,USD
GL000317,2023-01-17,4000,Sales Revenue,0,1067.15,Sales,CC400,AutoPost 317,CAD
GL000318,2024-01-10,4010,Online Sales,0,1167.53,HR,CC300,AutoPost 318,AUD
GL000319,2024-02-18,5010,Travel Expense,1808.37,0,Finance,CC400,AutoPost 319,CAD
GL000320,2024-05-04,4000,Sales Revenue,0,3683.59,HR,CC200,AutoPost 320,CAD
GL000321,2023-04-07,4010,Online Sales,0,2268.92,Finance,CC500,AutoPost 321,GBP
GL000322,2024-01-26,6000,Payroll Expense,791.64,0,Finance,CC200,AutoPost 322,CAD
GL000323,2024-08-13,4000,Sales Revenue,0,381.77,Operations,CC100,AutoPost 323,GBP
GL000324,2023-02-15,6000,Payroll Expense,603.09,0,IT,CC200,AutoPost 324,USD
GL000325,2023-11-21,5000,COGS,76.96,0,Finance,CC400,AutoPost 325,GBP
GL000326,2023-11-13,6000,Payroll Expense,870.26,0,Operations,CC400,AutoPost 326,CAD
GL000327,2024-02-06,4000,Sales Revenue,0,195.85,Operations,CC300,AutoPost 327,AUD
GL000328,2024-05-15,4000,Sales Revenue,0,3924.16,Finance,CC500,AutoPost 328,AUD
GL000329,2025-05-06,5010,Travel Expense,745.46,0,Finance,CC500,AutoPost 329,EUR
GL000330,2023-11-08,4000,Sales Revenue,0,2579.5,Sales,CC300,AutoPost 330,EUR
GL000331,2024-10-05,5000,COGS,1763.39,0,Finance,CC100,AutoPost 331,USD
GL000332,2024-10-01,5000,COGS,957.72,0,Finance,CC400,AutoPost 332,EUR
GL000333,2023-09-27,4000,Sales Revenue,0,312.52,Sales,CC400,AutoPost 333,USD
GL000334,2023-11-02,4010,Online Sales,0,4032.89,HR,CC300,AutoPost 334,GBP
GL000335,2024-01-25,5000,COGS,822.42,0,Finance,CC400,AutoPost 335,USD
GL000336,2023-02-19,4010,Online Sales,0,2096.43,Marketing,CC100,AutoPost 336,EUR
GL000337,2024-11-03,4000,Sales Revenue,0,2254.64,Marketing,CC500,AutoPost 337,EUR
GL000338,2024-09-19,5010,Travel Expense,1898.13,0,Operations,CC200,AutoPost 338,AUD
GL000339,2023-10-04,5000,COGS,92.89,0,IT,CC100,AutoPost 339,EUR
GL000340,2024-12-11,5000,COGS,192.59,0,IT,CC400,AutoPost 340,EUR
GL000341,2024-01-20,4000,Sales Revenue,0,1924.88,Operations,CC100,AutoPost 341,CAD
GL000342,2023-05-04,5000,COGS,1161.96,0,HR,CC100,AutoPost 342,GBP
GL000343,2024-10-15,5010,Travel Expense,1693.2,0,IT,CC300,AutoPost 343,EUR
GL000344,2023-10-13,4010,Online Sales,0,535.43,Sales,CC300,AutoPost 344,GBP
GL000345,2024-08-02,5000,COGS,449.09,0,Marketing,CC100,AutoPost 345,GBP
GL000346,2023-09-04,5010,Travel Expense,938.21,0,HR,CC100,AutoPost 346,GBP
GL000347,2025-02-14,5010,Travel Expense,131.84,0,Operations,CC200,AutoPost 347,EUR
GL000348,2023-09-14,4000,Sales Revenue,0,3658.34,IT,CC300,AutoPost 348,AUD
GL000349,2023-04-14,5000,COGS,509.89,0,HR,CC500,AutoPost 349,EUR
GL000350,2024-08-17,5000,COGS,697.58,0,IT,CC200,AutoPost 350,CAD
GL000351,2024-10-17,5010,Travel Expense,1580.47,0,Finance,CC100,AutoPost 351,AUD
GL000352,2024-01-17,5000,COGS,1567.36,0,Finance,CC300,AutoPost 352,EUR
GL000353,2025-02-27,5010,Travel Expense,443.79,0,HR,CC400,AutoPost 353,AUD
GL000354,2023-11-02,5010,Travel Expense,889.34,0,IT,CC500,AutoPost 354,USD
GL000355,2025-05-24,4010,Online Sales,0,2239.96,Finance,CC500,AutoPost 355,USD
GL000356,2024-01-02,5010,Travel Expense,1291.24,0,Finance,CC400,AutoPost 356,AUD
GL000357,2023-08-03,5010,Travel Expense,397.07,0,Finance,CC300,AutoPost 357,CAD
GL000358,2024-08-21,6000,Payroll Expense,803.21,0,Sales,CC100,AutoPost 358,AUD
GL000359,2024-06-18,4000,Sales Revenue,0,1032.84,IT,CC200,AutoPost 359,CAD
GL000360,2025-05-29,6000,Payroll Expense,1071.7,0,Marketing,CC200,AutoPost 360,USD
GL000361,2024-06-01,5000,COGS,842.82,0,IT,CC200,AutoPost 361,GBP
GL000362,2024-08-01,5010,Travel Expense,1375.81,0,Sales,CC400,AutoPost 362,CAD
GL000363,2024-01-22,4000,Sales Revenue,0,4517.55,IT,CC400,AutoPost 363,CAD
GL000364,2024-12-09,5010,Travel Expense,837.89,0,HR,CC400,AutoPost 364,EUR
GL000365,2023-03-14,5010,Travel Expense,426.78,0,Sales,CC400,AutoPost 365,CAD
GL000366,2025-04-14,6000,Payroll Expense,999.72,0,Operations,CC300,AutoPost 366,EUR
GL000367,2023-04-07,5000,COGS,74.21,0,Marketing,CC100,AutoPost 367,CAD
GL000368,2023-01-08,4000,Sales Revenue,0,1158.73,Operations,CC500,AutoPost 368,EUR
GL000369,2023-09-13,6000,Payroll Expense,1129.06,0,Operations,CC400,AutoPost 369,EUR
GL000370,2024-02-27,5010,Travel Expense,1450.58,0,IT,CC400,AutoPost 370,USD
GL000371,2023-01-04,6000,Payroll Expense,820.46,0,Finance,CC500,AutoPost 371,GBP
GL000372,2025-03-02,5000,COGS,1027.96,0,HR,CC200,AutoPost 372,CAD
GL000373,2023-01-19,4000,Sales Revenue,0,2599.69,Sales,CC200,AutoPost 373,AUD
GL000374,2024-10-09,5010,Travel Expense,903.24,0,IT,CC400,AutoPost 374,EUR
GL000375,2024-03-12,5000,COGS,1037.05,0,Sales,CC500,AutoPost 375,EUR
GL000376,2025-05-08,5010,Travel Expense,390.22,0,HR,CC200,AutoPost 376,EUR
GL000377,2025-02-11,4010,Online Sales,0,4450.59,Marketing,CC100,AutoPost 377,USD
GL000378,2023-11-16,6000,Payroll Expense,1836.23,0,Marketing,CC100,AutoPost 378,GBP
GL000379,2024-09-14,6000,Payroll Expense,1033.93,0,Operations,CC300,AutoPost 379,USD
GL000380,2023-07-03,5010,Travel Expense,64.73,0,HR,CC200,AutoPost 380,USD
GL000381,2023-01-30,5010,Travel Expense,891.36,0,Marketing,CC400,AutoPost 381,EUR
GL000382,2023-04-26,5010,Travel Expense,983.92,0,Finance,CC200,AutoPost 382,AUD
GL000383,2023-02-09,5010,Travel Expense,412.44,0,Sales,CC100,AutoPost 383,EUR
GL000384,2023-05-12,4010,Online Sales,0,2409.82,Sales,CC500,AutoPost 384,CAD
GL000385,2025-05-15,5010,Travel Expense,1490.61,0,Operations,CC500,AutoPost 385,CAD
GL000386,2024-08-24,4000,Sales Revenue,0,2946.46,Sales,CC400,AutoPost 386,GBP
GL000387,2024-09-13,6000,Payroll Expense,542.61,0,Finance,CC200,AutoPost 387,USD
GL000388,2023-11-22,4010,Online Sales,0,3453.36,Sales,CC400,AutoPost 388,EUR
GL000389,2024-01-26,5000,COGS,1550.28,0,HR,CC400,AutoPost 389,GBP
GL000390,2023-08-26,4010,Online Sales,0,2348.4,Operations,CC100,AutoPost 390,CAD
GL000391,2023-07-21,5000,COGS,761.57,0,HR,CC500,AutoPost 391,EUR
GL000392,2023-11-03,4000,Sales Revenue,0,958.3,HR,CC200,AutoPost 392,CAD
GL000393,2025-02-02,5000,COGS,618.6,0,Finance,CC500,AutoPost 393,USD
GL000394,2023-10-05,4000,Sales Revenue,0,334.65,Marketing,CC500,AutoPost 394,GBP
GL000395,2024-08-21,5000,COGS,1922.54,0,Marketing,CC100,AutoPost 395,USD
GL000396,2023-08-08,4000,Sales Revenue,0,3519.07,HR,CC300,AutoPost 396,AUD
GL000397,2023-02-26,5010,Travel Expense,1944.25,0,HR,CC100,AutoPost 397,CAD
GL000398,2023-01-31,5000,COGS,51.54,0,IT,CC400,AutoPost 398,GBP
GL000399,2024-08-22,4010,Online Sales,0,952.59,HR,CC300,AutoPost 399,GBP
GL000400,2024-07-20,5010,Travel Expense,312.45,0,HR,CC500,AutoPost 400,GBP
GL000401,2025-01-22,5010,Travel Expense,571.81,0,Marketing,CC200,AutoPost 401,EUR
GL000402,2024-12-21,5010,Travel Expense,750.55,0,HR,CC400,AutoPost 402,CAD
GL000403,2023-02-28,4010,Online Sales,0,4835.87,IT,CC500,AutoPost 403,EUR
GL000404,2025-01-27,4000,Sales Revenue,0,2979.48,Operations,CC500,AutoPost 404,GBP
GL000405,2024-05-20,5000,COGS,1288.94,0,Sales,CC500,AutoPost 405,GBP
GL000406,2023-05-09,5000,COGS,578.6,0,Sales,CC200,AutoPost 406,AUD
GL000407,2025-03-26,5000,COGS,341.06,0,Operations,CC100,AutoPost 407,AUD
GL000408,2024-04-08,5010,Travel Expense,1074.77,0,HR,CC200,AutoPost 408,EUR
GL000409,2024-05-21,4010,Online Sales,0,1025.56,HR,CC500,AutoPost 409,GBP
GL000410,2024-03-17,4000,Sales Revenue,0,1148.85,Finance,CC400,AutoPost 410,GBP
GL000411,2023-11-12,5000,COGS,1644.1,0,Sales,CC400,AutoPost 411,EUR
GL000412,2024-01-17,4010,Online Sales,0,3002.11,Marketing,CC400,AutoPost 412,GBP
GL000413,2024-02-16,5010,Travel Expense,327.57,0,HR,CC100,AutoPost 413,EUR
GL000414,2023-08-29,4000,Sales Revenue,0,2146.07,Marketing,CC500,AutoPost 414,AUD
GL000415,2024-08-13,4000,Sales Revenue,0,811.92,HR,CC500,AutoPost 415,AUD
GL000416,2024-08-09,5000,COGS,943.91,0,HR,CC200,AutoPost 416,USD
GL000417,2025-01-10,5000,COGS,453.48,0,Sales,CC500,AutoPost 417,USD
GL000418,2023-07-13,4000,Sales Revenue,0,4075.25,HR,CC300,AutoPost 418,USD
GL000419,2024-02-11,4000,Sales Revenue,0,4559.44,Finance,CC100,AutoPost 419,GBP
GL000420,2025-03-29,5010,Travel Expense,50.64,0,Sales,CC400,AutoPost 420,EUR
GL000421,2023-07-07,5000,COGS,1277.92,0,HR,CC100,AutoPost 421,EUR
GL000422,2023-11-19,5010,Travel Expense,707.53,0,HR,CC400,AutoPost 422,USD
GL000423,2024-02-14,6000,Payroll Expense,356.21,0,Operations,CC500,AutoPost 423,EUR
GL000424,2024-11-15,5010,Travel Expense,189.31,0,HR,CC100,AutoPost 424,EUR
GL000425,2024-01-28,6000,Payroll Expense,519.61,0,Marketing,CC300,AutoPost 425,GBP
GL000426,2024-02-19,4000,Sales Revenue,0,3923.81,Operations,CC400,AutoPost 426,AUD
GL000427,2023-10-28,5000,COGS,171.38,0,Marketing,CC400,AutoPost 427,CAD
GL000428,2023-07-07,5000,COGS,960.38,0,Marketing,CC100,AutoPost 428,EUR
GL000429,2023-03-16,5010,Travel Expense,931.96,0,Marketing,CC100,AutoPost 429,GBP
GL000430,2023-12-07,4000,Sales Revenue,0,353.32,Finance,CC300,AutoPost 430,USD
GL000431,2025-02-07,6000,Payroll Expense,66.08,0,IT,CC200,AutoPost 431,GBP
GL000432,2024-07-23,4000,Sales Revenue,0,361.74,Marketing,CC100,AutoPost 432,GBP
GL000433,2023-01-06,6000,Payroll Expense,1392.66,0,IT,CC100,AutoPost 433,CAD
GL000434,2024-01-29,4000,Sales Revenue,0,4172.26,Marketing,CC100,AutoPost 434,USD
GL000435,2023-01-21,6000,Payroll Expense,1792.82,0,Sales,CC500,AutoPost 435,GBP
GL000436,2023-11-20,5000,COGS,164.54,0,Marketing,CC400,AutoPost 436,GBP
GL000437,2024-11-15,6000,Payroll Expense,217.44,0,Sales,CC200,AutoPost 437,EUR
GL000438,2025-01-03,6000,Payroll Expense,1899.59,0,Finance,CC500,AutoPost 438,USD
GL000439,2024-06-12,5010,Travel Expense,808.94,0,Operations,CC300,AutoPost 439,EUR
GL000440,2023-07-13,4000,Sales Revenue,0,3691.59,Marketing,CC500,AutoPost 440,AUD
GL000441,2024-12-28,4010,Online Sales,0,2510.66,IT,CC100,AutoPost 441,USD
GL000442,2024-06-24,4000,Sales Revenue,0,1959.12,IT,CC100,AutoPost 442,EUR
GL000443,2024-10-09,5010,Travel Expense,1541.66,0,IT,CC400,AutoPost 443,CAD
GL000444,2025-03-02,5010,Travel Expense,1240.14,0,Marketing,CC500,AutoPost 444,CAD
GL000445,2025-01-31,5010,Travel Expense,889.94,0,IT,CC300,AutoPost 445,AUD
GL000446,2025-06-16,5000,COGS,1562.72,0,IT,CC100,AutoPost 446,EUR
GL000447,2024-09-17,6000,Payroll Expense,1182.8,0,HR,CC200,AutoPost 447,EUR
GL000448,2023-09-08,6000,Payroll Expense,489.72,0,Finance,CC100,AutoPost 448,CAD
GL000449,2023-03-22,6000,Payroll Expense,1003.21,0,Marketing,CC200,AutoPost 449,EUR
GL000450,2023-10-09,4000,Sales Revenue,0,1571.79,Operations,CC100,AutoPost 450,AUD
GL000451,2025-06-09,6000,Payroll Expense,1413.19,0,Finance,CC500,AutoPost 451,AUD
GL000452,2023-11-26,6000,Payroll Expense,819.5,0,IT,CC400,AutoPost 452,GBP
GL000453,2023-02-07,4010,Online Sales,0,1428.23,HR,CC200,AutoPost 453,USD
GL000454,2023-01-09,4000,Sales Revenue,0,1859.84,Sales,CC200,AutoPost 454,EUR
GL000455,2024-05-31,5010,Travel Expense,1060.65,0,HR,CC100,AutoPost 455,USD
GL000456,2024-11-30,6000,Payroll Expense,493.78,0,Marketing,CC300,AutoPost 456,EUR
GL000457,2024-05-31,5010,Travel Expense,911.05,0,Marketing,CC400,AutoPost 457,USD
GL000458,2024-09-06,4010,Online Sales,0,855.46,Marketing,CC500,AutoPost 458,GBP
GL000459,2023-09-13,5000,COGS,1218.89,0,Marketing,CC200,AutoPost 459,USD
GL000460,2023-02-20,6000,Payroll Expense,670.27,0,Marketing,CC100,AutoPost 460,USD
GL000461,2024-05-27,5010,Travel Expense,579,0,Finance,CC400,AutoPost 461,GBP
GL000462,2024-10-26,4010,Online Sales,0,1322.5,HR,CC500,AutoPost 462,GBP
GL000463,2025-01-10,5010,Travel Expense,1920.52,0,Sales,CC300,AutoPost 463,EUR
GL000464,2023-04-30,6000,Payroll Expense,417.54,0,Marketing,CC300,AutoPost 464,CAD
GL000465,2025-05-21,5000,COGS,1832.61,0,Marketing,CC500,AutoPost 465,CAD
GL000466,2023-02-17,4000,Sales Revenue,0,1225.02,Operations,CC200,AutoPost 466,EUR
GL000467,2024-10-18,5000,COGS,973.97,0,Finance,CC500,AutoPost 467,GBP
GL000468,2024-01-28,6000,Payroll Expense,525.5,0,Operations,CC200,AutoPost 468,EUR
GL000469,2023-10-23,5000,COGS,805.56,0,Sales,CC400,AutoPost 469,CAD
GL000470,2023-12-01,6000,Payroll Expense,1466.97,0,HR,CC200,AutoPost 470,AUD
GL000471,2024-12-18,4010,Online Sales,0,4734.36,Sales,CC400,AutoPost 471,AUD
GL000472,2023-09-22,4010,Online Sales,0,1668.4,Finance,CC100,AutoPost 472,USD
GL000473,2023-12-16,4010,Online Sales,0,4991.26,Marketing,CC200,AutoPost 473,USD
GL000474,2025-01-05,6000,Payroll Expense,445.53,0,IT,CC100,AutoPost 474,GBP
GL000475,2024-07-21,6000,Payroll Expense,1464.99,0,Marketing,CC100,AutoPost 475,EUR
GL000476,2023-12-06,4010,Online Sales,0,1422.45,HR,CC500,AutoPost 476,EUR
GL000477,2024-10-18,4010,Online Sales,0,2350.2,HR,CC500,AutoPost 477,AUD
GL000478,2023-09-22,6000,Payroll Expense,1559.89,0,HR,CC400,AutoPost 478,AUD
GL000479,2024-10-21,5010,Travel Expense,1570.96,0,Sales,CC500,AutoPost 479,USD
GL000480,2023-10-03,4000,Sales Revenue,0,3947.32,Sales,CC400,AutoPost 480,GBP
GL000481,2024-11-03,6000,Payroll Expense,1467.92,0,Sales,CC300,AutoPost 481,USD
GL000482,2023-06-23,5000,COGS,1843.54,0,Finance,CC500,AutoPost 482,GBP
GL000483,2025-04-15,5010,Travel Expense,134.56,0,Sales,CC100,AutoPost 483,EUR
GL000484,2025-01-18,4000,Sales Revenue,0,1712.94,Finance,CC500,AutoPost 484,EUR
GL000485,2023-08-01,5010,Travel Expense,551.23,0,Operations,CC200,AutoPost 485,GBP
GL000486,2024-08-14,4000,Sales Revenue,0,588.37,Sales,CC400,AutoPost 486,GBP
GL000487,2024-08-06,6000,Payroll Expense,134.5,0,Finance,CC500,AutoPost 487,CAD
GL000488,2024-11-14,5000,COGS,630.03,0,Finance,CC200,AutoPost 488,CAD
GL000489,2023-07-25,6000,Payroll Expense,1840.05,0,Sales,CC500,AutoPost 489,AUD
GL000490,2023-04-20,5000,COGS,1943.87,0,Marketing,CC100,AutoPost 490,AUD
GL000491,2024-09-24,4000,Sales Revenue,0,2322.15,Sales,CC400,AutoPost 491,USD
GL000492,2025-03-25,4000,Sales Revenue,0,1615.42,Marketing,CC300,AutoPost 492,CAD
GL000493,2024-05-03,4010,Online Sales,0,3274.24,HR,CC100,AutoPost 493,CAD
GL000494,2023-11-10,5010,Travel Expense,293.63,0,Marketing,CC300,AutoPost 494,CAD
GL000495,2023-02-15,4000,Sales Revenue,0,2924.19,Finance,CC200,AutoPost 495,USD
GL000496,2024-11-06,5000,COGS,630.34,0,Sales,CC500,AutoPost 496,USD
GL000497,2024-02-14,4000,Sales Revenue,0,2794.59,HR,CC200,AutoPost 497,EUR
GL000498,2023-09-13,5000,COGS,276.86,0,Marketing,CC400,AutoPost 498,USD
GL000499,2023-07-06,5000,COGS,1358.2,0,Sales,CC200,AutoPost 499,GBP
GL000500,2024-04-26,5010,Travel Expense,701.01,0,Marketing,CC100,AutoPost 500,GBP
GL000501,2024-10-11,4000,Sales Revenue,0,3951.26,Finance,CC500,AutoPost 501,AUD
GL000502,2023-06-28,4000,Sales Revenue,0,1521.81,Marketing,CC200,AutoPost 502,EUR
GL000503,2023-08-22,5010,Travel Expense,402.01,0,Marketing,CC500,AutoPost 503,EUR
GL000504,2024-02-12,5000,COGS,610.08,0,Sales,CC100,AutoPost 504,CAD
GL000505,2024-01-04,4000,Sales Revenue,0,4713.9,HR,CC100,AutoPost 505,EUR
GL000506,2023-03-02,6000,Payroll Expense,1547.67,0,Sales,CC500,AutoPost 506,EUR
GL000507,2023-02-08,4010,Online Sales,0,3002.52,HR,CC100,AutoPost 507,CAD
GL000508,2023-09-13,6000,Payroll Expense,1295.97,0,HR,CC300,AutoPost 508,GBP
GL000509,2024-12-21,5010,Travel Expense,1648.77,0,Operations,CC100,AutoPost 509,CAD
GL000510,2023-01-07,4010,Online Sales,0,1351.35,HR,CC500,AutoPost 510,EUR
GL000511,2025-01-09,4010,Online Sales,0,1986.96,Operations,CC100,AutoPost 511,EUR
GL000512,2023-08-27,5010,Travel Expense,1723.41,0,Sales,CC100,AutoPost 512,EUR
GL000513,2023-03-22,4010,Online Sales,0,386.09,Marketing,CC400,AutoPost 513,AUD
GL000514,2024-09-12,4000,Sales Revenue,0,2180.11,HR,CC400,AutoPost 514,EUR
GL000515,2024-09-19,6000,Payroll Expense,1283.72,0,Sales,CC200,AutoPost 515,AUD
GL000516,2025-05-08,6000,Payroll Expense,1809.13,0,Marketing,CC100,AutoPost 516,CAD
GL000517,2025-03-23,5000,COGS,1785.9,0,Finance,CC500,AutoPost 517,AUD
GL000518,2023-12-19,4010,Online Sales,0,4808.83,Operations,CC100,AutoPost 518,USD
GL000519,2024-10-06,5000,COGS,922.15,0,Marketing,CC200,AutoPost 519,USD
GL000520,2024-12-06,4000,Sales Revenue,0,2754.43,Sales,CC100,AutoPost 520,USD
GL000521,2025-05-13,4000,Sales Revenue,0,2370.28,HR,CC200,AutoPost 521,AUD
GL000522,2023-09-19,5000,COGS,649.98,0,IT,CC200,AutoPost 522,EUR
GL000523,2024-05-29,4010,Online Sales,0,402.69,Marketing,CC200,AutoPost 523,EUR
GL000524,2023-11-20,6000,Payroll Expense,154.3,0,Marketing,CC500,AutoPost 524,GBP
GL000525,2024-03-15,4000,Sales Revenue,0,3155.19,Finance,CC500,AutoPost 525,EUR
GL000526,2023-01-16,6000,Payroll Expense,1455.97,0,Marketing,CC400,AutoPost 526,USD
GL000527,2023-12-27,5000,COGS,133.86,0,Operations,CC200,AutoPost 527,EUR
GL000528,2024-05-23,5000,COGS,928.81,0,Operations,CC300,AutoPost 528,AUD
GL000529,2023-04-11,4010,Online Sales,0,4936.62,IT,CC400,AutoPost 529,GBP
GL000530,2024-05-23,6000,Payroll Expense,1152.7,0,Sales,CC300,AutoPost 530,EUR
GL000531,2024-12-18,5010,Travel Expense,1793.92,0,Finance,CC100,AutoPost 531,AUD
GL000532,2024-06-25,5000,COGS,1022.78,0,Sales,CC500,AutoPost 532,USD
GL000533,2025-01-05,4000,Sales Revenue,0,1831.2,Marketing,CC100,AutoPost 533,EUR
GL000534,2025-05-09,4000,Sales Revenue,0,1273.25,Marketing,CC200,AutoPost 534,EUR
GL000535,2023-10-15,4010,Online Sales,0,3620.97,Finance,CC100,AutoPost 535,GBP
GL000536,2024-06-08,4000,Sales Revenue,0,2592.43,Marketing,CC500,AutoPost 536,EUR
GL000537,2025-03-14,5000,COGS,1683.82,0,Marketing,CC400,AutoPost 537,AUD
GL000538,2023-09-21,5010,Travel Expense,1735.98,0,Sales,CC500,AutoPost 538,AUD
GL000539,2025-05-20,4000,Sales Revenue,0,3791.55,Finance,CC400,AutoPost 539,EUR
GL000540,2025-01-30,4010,Online Sales,0,2119.27,Sales,CC500,AutoPost 540,USD
GL000541,2024-10-21,4010,Online Sales,0,3802.31,Marketing,CC400,AutoPost 541,CAD
GL000542,2025-01-13,4010,Online Sales,0,1414.25,Sales,CC200,AutoPost 542,USD
GL000543,2024-12-04,4000,Sales Revenue,0,1404.17,IT,CC500,AutoPost 543,AUD
GL000544,2023-05-02,4010,Online Sales,0,3160.15,Finance,CC400,AutoPost 544,CAD
GL000545,2023-05-31,6000,Payroll Expense,344.52,0,Finance,CC400,AutoPost 545,AUD
GL000546,2024-09-17,6000,Payroll Expense,846.89,0,Marketing,CC200,AutoPost 546,GBP
GL000547,2025-05-29,5010,Travel Expense,1316.39,0,Finance,CC100,AutoPost 547,CAD
GL000548,2024-11-04,5010,Travel Expense,1731.71,0,Sales,CC400,AutoPost 548,GBP
GL000549,2024-05-21,5000,COGS,1683.19,0,Finance,CC400,AutoPost 549,USD
GL000550,2024-09-01,6000,Payroll Expense,225.82,0,Marketing,CC400,AutoPost 550,GBP
GL000551,2023-05-04,4000,Sales Revenue,0,3218.47,IT,CC400,AutoPost 551,AUD
GL000552,2023-09-13,4010,Online Sales,0,489.03,IT,CC500,AutoPost 552,CAD
GL000553,2025-06-12,5010,Travel Expense,558.76,0,IT,CC200,AutoPost 553,USD
GL000554,2023-01-23,4000,Sales Revenue,0,3368.07,Marketing,CC300,AutoPost 554,GBP
GL000555,2025-02-21,5000,COGS,1354.74,0,HR,CC500,AutoPost 555,CAD
GL000556,2024-10-12,5010,Travel Expense,421.39,0,Finance,CC400,AutoPost 556,USD
GL000557,2024-02-05,5010,Travel Expense,618.39,0,HR,CC400,AutoPost 557,GBP
GL000558,2025-04-29,6000,Payroll Expense,1649.25,0,Marketing,CC300,AutoPost 558,AUD
GL000559,2025-02-22,4000,Sales Revenue,0,3741.45,Marketing,CC200,AutoPost 559,GBP
GL000560,2023-02-25,4000,Sales Revenue,0,3563.43,HR,CC100,AutoPost 560,USD
GL000561,2024-11-24,6000,Payroll Expense,1010.12,0,HR,CC400,AutoPost 561,USD
GL000562,2025-05-06,4000,Sales Revenue,0,4926.55,IT,CC200,AutoPost 562,USD
GL000563,2024-04-14,4000,Sales Revenue,0,3762.76,Operations,CC100,AutoPost 563,USD
GL000564,2023-08-27,5010,Travel Expense,372.65,0,HR,CC100,AutoPost 564,AUD
GL000565,2024-10-08,5010,Travel Expense,1040.76,0,Finance,CC400,AutoPost 565,GBP
GL000566,2024-11-29,5010,Travel Expense,1458.37,0,IT,CC500,AutoPost 566,AUD
GL000567,2024-06-13,4010,Online Sales,0,529.02,Finance,CC200,AutoPost 567,GBP
GL000568,2024-12-02,4010,Online Sales,0,4167.67,Finance,CC300,AutoPost 568,USD
GL000569,2023-05-02,5010,Travel Expense,1788.83,0,IT,CC500,AutoPost 569,EUR
GL000570,2024-12-05,5010,Travel Expense,929.85,0,IT,CC400,AutoPost 570,USD
GL000571,2024-03-04,4000,Sales Revenue,0,3706.89,IT,CC400,AutoPost 571,CAD
GL000572,2025-03-04,4000,Sales Revenue,0,4692.96,IT,CC100,AutoPost 572,CAD
GL000573,2024-08-20,6000,Payroll Expense,179.56,0,Finance,CC500,AutoPost 573,GBP
GL000574,2024-10-29,5010,Travel Expense,649.71,0,Sales,CC400,AutoPost 574,GBP
GL000575,2023-12-12,4010,Online Sales,0,3347.45,Sales,CC500,AutoPost 575,USD
GL000576,2025-06-06,4010,Online Sales,0,2584,HR,CC200,AutoPost 576,EUR
GL000577,2023-08-23,4000,Sales Revenue,0,4254.54,Marketing,CC300,AutoPost 577,CAD
GL000578,2024-12-02,4000,Sales Revenue,0,1301.08,IT,CC200,AutoPost 578,GBP
GL000579,2023-05-24,4010,Online Sales,0,1565.18,HR,CC400,AutoPost 579,USD
GL000580,2025-06-21,5000,COGS,69.31,0,Sales,CC100,AutoPost 580,USD
